Mouse_Tissue_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
234_B6WSBF1J_10F_05,igvf_018,G5,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,6/6/23,69,16.3,Diestrus,8/14/23,12:20 ,ZT6,GF,723
227_B6WSBF1J_10M_05,igvf_018,G6,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,5/9/23,69,19.8,NA,7/17/23,13:59 ,ZT7.5,GF,950
238_B6WSBF1J_10F_05,igvf_018,G7,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,6/6/23,69,16,Diestrus,8/14/23,14:03 ,ZT7.5,GF,659
229_B6WSBF1J_10M_05,igvf_018,G8,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,5/9/23,69,21.5,NA,7/17/23,14:25 ,ZT8,GF,962
178_B6NZOF1J_10F_05,igvf_018,H1,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,5/30/23,69,27.3,Proestrus,8/7/23,10:28 ,ZT4,GF,1467
175_B6NZOF1J_10M_05,igvf_018,H2,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,5/30/23,69,35.3,NA,8/7/23,12:33 ,ZT6,GF,1941
180_B6NZOF1J_10F_05,igvf_018,H3,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,5/30/23,69,25.4,Diestrus,8/7/23,10:56 ,ZT4.5,GF,1528
177_B6NZOF1J_10M_05,igvf_018,H4,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,5/30/23,69,37.8,NA,8/7/23,14:01 ,ZT7.5,GF,1861
188_B6NZOF1J_10F_05,igvf_018,H5,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,6/13/23,65,25.4,Proestrus,8/17/23,12:40 ,ZT6,GF,1342
181_B6NZOF1J_10M_05,igvf_018,H6,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,5/30/23,69,39.2,NA,8/7/23,15:13 ,ZT8.5,GF,1774
190_B6NZOF1J_10F_05,igvf_018,H7,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,6/13/23,65,25.3,Diestrus,8/17/23,14:10 ,ZT7.5,GF,1337
185_B6NZOF1J_10M_05,igvf_018,H8,Single,Liver,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,6/13/23,65,33.2,NA,8/17/23,14:37 ,ZT8,GF,1727
AB_F1_05,igvf_018,A9,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,698_B6J_10F_05,164_B6NODF1J_10F_05,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F3_05,igvf_018,B9,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,702_B6J_10F_05,170_B6NODF1J_10F_05,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F1_05,igvf_018,C9,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,128_B6AF1J_10F_05,210_B6PWKF1J_10F_05,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F3_05,igvf_018,D9,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,132_B6AF1J_10F_05,216_B6PWKF1J_10F_05,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F1_05,igvf_018,E9,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,144_B6129S1F1J_10F_05,194_B6CASTF1J_10F_05,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F3_05,igvf_018,F9,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,152_B6129S1F1J_10F_05,202_B6CASTF1J_10F_05,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F1_05,igvf_018,G9,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,228_B6WSBF1J_10F_05,178_B6NZOF1J_10F_05,G,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F3_05,igvf_018,H9,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,234_B6WSBF1J_10F_05,188_B6NZOF1J_10F_05,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M1_05,igvf_018,A10,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,701_B6J_10M_05,159_B6NODF1J_10M_05,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M3_05,igvf_018,B10,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,705_B6J_10M_05,165_B6NODF1J_10M_05,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M1_05,igvf_018,C10,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,127_B6AF1J_10M_05,207_B6PWKF1J_10M_05,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M3_05,igvf_018,D10,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,131_B6AF1J_10M_05,215_B6PWKF1J_10M_05,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M1_05,igvf_018,E10,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,143_B6129S1F1J_10M_05,191_B6CASTF1J_10M_05,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M3_05,igvf_018,F10,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,155_B6129S1F1J_10M_05,195_B6CASTF1J_10M_05,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M1_05,igvf_018,G10,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,223_B6WSBF1J_10M_05,175_B6NZOF1J_10M_05,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M3_05,igvf_018,H10,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,227_B6WSBF1J_10M_05,181_B6NZOF1J_10M_05,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F2_05,igvf_018,A11,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,700_B6J_10F_05,166_B6NODF1J_10F_05,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F4_05,igvf_018,B11,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,706_B6J_10F_05,172_B6NODF1J_10F_05,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F2_05,igvf_018,C11,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,130_B6AF1J_10F_05,212_B6PWKF1J_10F_05,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F4_05,igvf_018,D11,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,138_B6AF1J_10F_05,218_B6PWKF1J_10F_05,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F2_05,igvf_018,E11,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,150_B6129S1F1J_10F_05,196_B6CASTF1J_10F_05,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F4_05,igvf_018,F11,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,156_B6129S1F1J_10F_05,204_B6CASTF1J_10F_05,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F2_05,igvf_018,G11,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,232_B6WSBF1J_10F_05,180_B6NZOF1J_10F_05,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F4_05,igvf_018,H11,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,238_B6WSBF1J_10F_05,190_B6NZOF1J_10F_05,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M2_05,igvf_018,A12,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,703_B6J_10M_05,161_B6NODF1J_10M_05,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M4_05,igvf_018,B12,Multiplexed,Liver,B6J/B6NODF1J,Parse_WT_Mega,v2,707_B6J_10M_05,167_B6NODF1J_10M_05,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M2_05,igvf_018,C12,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,129_B6AF1J_10M_05,213_B6PWKF1J_10M_05,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M4_05,igvf_018,D12,Multiplexed,Liver,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,133_B6AF1J_10M_05,217_B6PWKF1J_10M_05,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M2_05,igvf_018,E12,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,153_B6129S1F1J_10M_05,193_B6CASTF1J_10M_05,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M4_05,igvf_018,F12,Multiplexed,Liver,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,157_B6129S1F1J_10M_05,197_B6CASTF1J_10M_05,F,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M2_05,igvf_018,G12,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,225_B6WSBF1J_10M_05,177_B6NZOF1J_10M_05,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M4_05,igvf_018,H12,Multiplexed,Liver,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,229_B6WSBF1J_10M_05,185_B6NZOF1J_10M_05,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698_B6J_10F_33,igvf_019,A1,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,1,Nuclei,Female,PNM_02,NA,9/26/23,69,19.4,Diestrus,12/4/23,10:00 ,ZT3.5,HL,118
701_B6J_10M_33,igvf_019,A2,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,2,Nuclei,Male,PNM_02,NA,9/26/23,69,26,NA,12/4/23,11:19 ,ZT5,HL,186
700_B6J_10F_33,igvf_019,A3,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,3,Nuclei,Female,PNM_02,NA,9/26/23,69,17.9,Estrus,12/4/23,10:52 ,ZT4.5,HL,128
703_B6J_10M_33,igvf_019,A4,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,4,Nuclei,Male,PNM_02,NA,9/26/23,69,27.9,NA,12/4/23,11:58 ,ZT5.5,HL,195
702_B6J_10F_33,igvf_019,A5,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,5,Nuclei,Female,PNM_02,NA,9/26/23,69,18.8,Proestrus,12/4/23,11:39 ,ZT5,HL,124
705_B6J_10M_33,igvf_019,A6,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,6,Nuclei,Male,PNM_02,NA,9/26/23,69,27.2,NA,12/4/23,13:25 ,ZT7,HL,182
706_B6J_10F_33,igvf_019,A7,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,7,Nuclei,Female,PNM_02,NA,9/26/23,69,22,Diestrus,12/4/23,13:47 ,ZT7.5,HL,133
707_B6J_10M_33,igvf_019,A8,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,8,Nuclei,Male,PNM_02,NA,9/26/23,69,25,NA,12/4/23,14:08 ,ZT7.5,HL,174
164_B6NODF1J_10F_33,igvf_019,B1,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,1,Nuclei,Female,PNM_02,NA,5/16/23,69,17,Diestrus,7/24/23,10:37 ,ZT4,HL,159
159_B6NODF1J_10M_33,igvf_019,B2,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,2,Nuclei,Male,PNM_02,NA,5/16/23,69,25.3,NA,7/24/23,12:15 ,ZT6,HL,198
166_B6NODF1J_10F_33,igvf_019,B3,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,3,Nuclei,Female,PNM_02,NA,5/16/23,69,20.5,Metestrus,7/24/23,11:10 ,ZT4.5,HL,190
161_B6NODF1J_10M_33,igvf_019,B4,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,4,Nuclei,Male,PNM_02,NA,5/16/23,69,24.8,NA,7/24/23,13:11 ,ZT6.5,HL,212
170_B6NODF1J_10F_33,igvf_019,B5,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,5,Nuclei,Female,PNM_02,NA,6/27/23,72,20.8,Estrus,9/7/23,13:47 ,ZT7.5,HL,177
165_B6NODF1J_10M_33,igvf_019,B6,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,6,Nuclei,Male,PNM_02,NA,5/16/23,69,26,NA,7/24/23,13:58 ,ZT7.5,HL,196
172_B6NODF1J_10F_33,igvf_019,B7,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,7,Nuclei,Female,PNM_02,NA,6/27/23,72,20.3,Estrus,9/7/23,14:21 ,ZT8,HL,177
167_B6NODF1J_10M_33,igvf_019,B8,Single,Gastrocnemius,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,8,Nuclei,Male,PNM_02,NA,5/16/23,69,25.2,NA,7/24/23,14:21 ,ZT8,HL,227
128_B6AF1J_10F_33,igvf_019,C1,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,1,Nuclei,Female,PNM_02,NA,6/27/23,72,18.3,Diestrus,9/7/23,9:43 ,ZT3,HL,121
127_B6AF1J_10M_33,igvf_019,C2,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,2,Nuclei,Male,PNM_02,NA,6/27/23,72,25.5,NA,9/7/23,11:09 ,ZT4.5,HL,168
130_B6AF1J_10F_33,igvf_019,C3,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,3,Nuclei,Female,PNM_02,NA,6/27/23,72,19.6,Metestrus,9/7/23,10:10 ,ZT3.5,HL,169
129_B6AF1J_10M_33,igvf_019,C4,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,4,Nuclei,Male,PNM_02,NA,6/27/23,72,23.8,NA,9/7/23,11:40 ,ZT5,HL,221
132_B6AF1J_10F_33,igvf_019,C5,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,5,Nuclei,Female,PNM_02,NA,6/27/23,72,21.2,Metestrus,9/7/23,10:40 ,ZT4,HL,129
131_B6AF1J_10M_33,igvf_019,C6,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,6/27/23,72,28.6,NA,9/7/23,12:10 ,ZT5.5,HL,196
138_B6AF1J_10F_33,igvf_019,C7,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/25/23,71,18.5,Diestrus,10/4/23,11:57 ,ZT5.5,HL,173
133_B6AF1J_10M_33,igvf_019,C8,Single,Gastrocnemius,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/25/23,71,27.2,NA,10/4/23,11:05 ,ZT4.5,HL,220
210_B6PWKF1J_10F_33,igvf_019,D1,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,5/23/23,69,15.6,Diestrus,7/31/23,13:24 ,ZT7,HL,148
207_B6PWKF1J_10M_33,igvf_019,D2,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,5/23/23,69,21.7,NA,7/31/23,14:23 ,ZT8,HL,177
212_B6PWKF1J_10F_33,igvf_019,D3,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,5/23/23,69,16.4,Diestrus,7/31/23,13:51 ,ZT7.5,HL,138
213_B6PWKF1J_10M_33,igvf_019,D4,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,5/23/23,69,21.5,NA,7/31/23,12:28 ,ZT6,HL,166
216_B6PWKF1J_10F_33,igvf_019,D5,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,5/23/23,69,16.7,Estrus,7/31/23,10:39 ,ZT4,HL,160
215_B6PWKF1J_10M_33,igvf_019,D6,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,5/23/23,69,18.6,NA,7/31/23,13:43 ,ZT7,HL,155
218_B6PWKF1J_10F_33,igvf_019,D7,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,5/16/23,65,13,Diestrus,7/20/23,11:08 ,ZT4.5,HL,123
217_B6PWKF1J_10M_33,igvf_019,D8,Single,Gastrocnemius,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,5/16/23,65,24.2,NA,7/20/23,14:08 ,ZT7.5,HL,194
144_B6129S1F1J_10F_33,igvf_019,E1,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,1,Nuclei,Female,PNM_02,NA,6/20/23,69,19.9,Diestrus,8/28/23,11:15 ,ZT5,HL,141
143_B6129S1F1J_10M_33,igvf_019,E2,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Male,PNM_02,NA,6/20/23,69,26.4,NA,8/28/23,14:15 ,ZT8,HL,181
150_B6129S1F1J_10F_33,igvf_019,E3,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,NA,6/20/23,69,17.7,Diestrus,8/28/23,12:28 ,ZT6,HL,124
153_B6129S1F1J_10M_33,igvf_019,E4,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Male,PNM_02,NA,7/10/23,73,23.2,NA,9/21/23,11:17 ,ZT5,HL,213
152_B6129S1F1J_10F_33,igvf_019,E5,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,NA,6/20/23,69,18.8,Metestrus,8/28/23,13:47 ,ZT7.5,HL,135
155_B6129S1F1J_10M_33,igvf_019,E6,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Male,PNM_02,NA,7/10/23,73,25.7,NA,9/21/23,11:47 ,ZT5.5,HL,229
156_B6129S1F1J_10F_33,igvf_019,E7,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/10/23,73,17.9,Diestrus,9/21/23,10:29 ,ZT4,HL,183
157_B6129S1F1J_10M_33,igvf_019,E8,Single,Gastrocnemius,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/10/23,73,24.4,NA,9/21/23,12:13 ,ZT5.5,HL,199
194_B6CASTF1J_10F_33,igvf_019,F1,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,5/2/23,69,16.68,Estrus,7/10/23,10:30 ,ZT4,HL,155
191_B6CASTF1J_10M_33,igvf_019,F2,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,5/2/23,69,31.5,NA,7/10/23,12:23 ,ZT6,HL,288
196_B6CASTF1J_10F_33,igvf_019,F3,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,5/2/23,69,17.28,Estrus,7/10/23,10:55 ,ZT4.5,HL,193
193_B6CASTF1J_10M_33,igvf_019,F4,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,5/2/23,69,22.8,NA,7/10/23,12:55 ,ZT6.5,HL,220
202_B6CASTF1J_10F_33,igvf_019,F5,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,5/30/23,65,19.2,Diestrus,8/3/23,13:36 ,ZT7,HL,169
195_B6CASTF1J_10M_33,igvf_019,F6,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,5/2/23,69,23.8,NA,7/10/23,13:26 ,ZT7,HL,268
204_B6CASTF1J_10F_33,igvf_019,F7,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,5/30/23,65,20.1,Metestrus,8/3/23,14:08 ,ZT7.5,HL,173
197_B6CASTF1J_10M_33,igvf_019,F8,Single,Gastrocnemius,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,5/2/23,69,29.63,NA,7/10/23,13:56 ,ZT7.5,HL,312
228_B6WSBF1J_10F_33,igvf_019,G1,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,5/9/23,69,15.1,Diestrus,7/17/23,10:58 ,ZT4.5,HL,139
223_B6WSBF1J_10M_33,igvf_019,G2,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,5/9/23,69,21.4,NA,7/17/23,12:20 ,ZT6,HL,204
232_B6WSBF1J_10F_33,igvf_019,G3,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,5/9/23,69,16.29,Diestrus,7/17/23,11:53 ,ZT5.5,HL,140
225_B6WSBF1J_10M_33,igvf_019,G4,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,5/9/23,69,19.9,NA,7/17/23,13:33 ,ZT7,HL,169
234_B6WSBF1J_10F_33,igvf_019,G5,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,6/6/23,69,16.3,Diestrus,8/14/23,12:20 ,ZT6,HL,139
227_B6WSBF1J_10M_33,igvf_019,G6,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,5/9/23,69,19.8,NA,7/17/23,13:59 ,ZT7.5,HL,192
238_B6WSBF1J_10F_33,igvf_019,G7,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,6/6/23,69,16,Diestrus,8/14/23,14:03 ,ZT7.5,HL,137
229_B6WSBF1J_10M_33,igvf_019,G8,Single,Gastrocnemius,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,5/9/23,69,21.5,NA,7/17/23,14:25 ,ZT8,HL,192
178_B6NZOF1J_10F_33,igvf_019,H1,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,5/30/23,69,27.3,Proestrus,8/7/23,10:28 ,ZT4,HL,167
175_B6NZOF1J_10M_33,igvf_019,H2,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,5/30/23,69,35.3,NA,8/7/23,12:33 ,ZT6,HL,216
180_B6NZOF1J_10F_33,igvf_019,H3,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,5/30/23,69,25.4,Diestrus,8/7/23,10:56 ,ZT4.5,HL,155
177_B6NZOF1J_10M_33,igvf_019,H4,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,5/30/23,69,37.8,NA,8/7/23,14:01 ,ZT7.5,HL,210
188_B6NZOF1J_10F_33,igvf_019,H5,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,6/13/23,65,25.4,Proestrus,8/17/23,12:40 ,ZT6,HL,165
181_B6NZOF1J_10M_33,igvf_019,H6,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,5/30/23,69,39.2,NA,8/7/23,15:13 ,ZT8.5,HL,201
190_B6NZOF1J_10F_33,igvf_019,H7,Single,Gastrocnemius,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,6/13/23,65,25.3,Diestrus,8/17/23,14:10 ,ZT7.5,HL,156
